rank_all,player_id,player_name,pbp_fga_global,successful_games,failed_games,attempts,makes,expected_makes,fg_pct,xfg_pct,fg_minus_xfg_pp
235,1631108,Max Christie,725,31,19,37,13,16.674,35.13513513513514,45.06486486486486,-9.929729729729722
236,1641824,Matas Buzelis,963,26,4,29,9,11.897,31.03448275862069,41.02413793103448,-9.98965517241379
237,1642849,Nolan Traore,479,19,14,38,13,16.830000000000002,34.21052631578947,44.289473684210535,-10.078947368421062
238,1628970,Miles Bridges,1042,45,10,62,21,27.319,33.87096774193548,44.06290322580645,-10.19193548387097
239,1641731,Bilal Coulibaly,541,29,15,36,14,17.671,38.888888888888886,49.08611111111111,-10.197222222222223
240,1642270,Donovan Clingan,684,19,12,20,10,12.044,50.0,60.220000000000006,-10.220000000000006
241,1631107,Nikola Jović,315,15,5,13,4,5.329,30.76923076923077,40.99230769230769,-10.22307692307692
242,1631222,Jake LaRavia,523,25,13,35,13,16.663,37.142857142857146,47.60857142857143,-10.465714285714284
243,1629674,Neemias Queta,499,33,19,41,18,22.416,43.90243902439025,54.673170731707316,-10.770731707317069
244,1627747,Caris LeVert,391,36,6,45,16,20.86,35.55555555555556,46.355555555555554,-10.799999999999997
245,1630241,Sam Merrill,484,22,10,16,5,6.737,31.25,42.10625,-10.856250000000003
246,1629013,Landry Shamet,364,15,9,12,4,5.314,33.333333333333336,44.28333333333333,-10.949999999999996
247,1627824,Guerschon Yabusele,312,15,1,16,5,6.866,31.25,42.912499999999994,-11.662499999999994
248,1630541,Moses Moody,557,26,11,26,8,11.213,30.76923076923077,43.12692307692308,-12.357692307692307
249,1642348,Justin Edwards,320,24,12,22,8,10.764,36.36363636363637,48.92727272727272,-12.563636363636355
250,1642920,Kobe Sanders,384,31,14,28,10,13.545,35.714285714285715,48.375,-12.660714285714285
251,1628960,Grayson Allen,667,23,8,31,10,14.03,32.25806451612903,45.25806451612903,-13.0
252,1628398,Kyle Kuzma,689,36,12,57,20,27.449,35.08771929824562,48.156140350877195,-13.068421052631578
253,1641709,Ausar Thompson,577,42,13,62,20,28.262,32.25806451612903,45.58387096774193,-13.325806451612898
254,1642363,Nique Clifford,596,36,21,58,20,27.844,34.48275862068966,48.00689655172414,-13.524137931034481
