rank_all,player_id,player_name,pbp_fga_global,successful_games,failed_games,attempts,makes,expected_makes,fg_pct,xfg_pct,fg_minus_xfg_pp
255,1630577,Julian Champagnie,689,20,6,25,9,12.394,36.0,49.576,-13.576
256,1642845,VJ Edgecombe,1030,41,29,88,30,41.986,34.09090909090909,47.71136363636363,-13.620454545454535
257,1630692,Jordan Goodwin,555,27,21,34,11,15.635,32.35294117647059,45.98529411764706,-13.632352941176471
258,1642346,Ryan Dunn,362,21,10,21,10,12.947000000000001,47.61904761904762,61.65238095238095,-14.033333333333331
259,203110,Draymond Green,491,20,6,21,7,10.021,33.333333333333336,47.71904761904763,-14.385714285714293
260,1642954,Will Richard,346,17,7,14,6,8.025,42.857142857142854,57.32142857142857,-14.464285714285715
261,1627884,Derrick Jones Jr.,379,18,6,23,7,10.361,30.434782608695652,45.047826086956526,-14.613043478260874
262,1630191,Isaiah Stewart,402,11,3,13,6,7.953,46.15384615384615,61.17692307692308,-15.023076923076928
263,203924,Jerami Grant,730,33,15,37,10,15.565,27.027027027027028,42.067567567567565,-15.040540540540537
264,1629652,Luguentz Dort,524,32,16,34,12,17.125,35.294117647058826,50.36764705882353,-15.073529411764703
265,1629001,De'Anthony Melton,528,17,19,20,7,10.128,35.0,50.64,-15.64
266,1630549,Day'Ron Sharpe,356,18,5,21,10,13.397,47.61904761904762,63.7952380952381,-16.176190476190477
267,1629656,Quentin Grimes,755,27,16,22,7,10.587,31.818181818181817,48.122727272727275,-16.30454545454546
268,1642874,Danny Wolf,440,16,4,13,3,5.143,23.076923076923077,39.56153846153846,-16.484615384615385
269,1642347,Jamal Shead,504,29,22,46,12,19.914,26.08695652173913,43.29130434782609,-17.204347826086963
270,1626220,Royce O'Neale,624,14,3,17,5,7.96,29.41176470588235,46.8235294117647,-17.41176470588235
271,1631165,Keon Ellis,384,27,10,28,8,13.053,28.571428571428573,46.61785714285715,-18.046428571428574
272,1630224,Jalen Green,512,17,15,21,5,8.814,23.80952380952381,41.97142857142857,-18.161904761904758
273,1631245,Quenton Jackson,328,15,9,14,3,5.6290000000000004,21.428571428571427,40.20714285714286,-18.778571428571436
274,203507,Giannis Antetokounmpo,598,26,7,43,13,21.437,30.232558139534884,49.85348837209303,-19.62093023255815
275,1628384,OG Anunoby,804,29,18,37,10,17.27,27.027027027027028,46.67567567567568,-19.64864864864865
276,1631106,Tari Eason,580,31,17,42,12,20.788,28.571428571428573,49.4952380952381,-20.923809523809528
277,1630188,Jalen Smith,403,19,0,14,5,8.074,35.714285714285715,57.67142857142857,-21.957142857142856
278,1630172,Patrick Williams,478,38,8,41,12,21.058,29.26829268292683,51.3609756097561,-22.092682926829273
279,1641765,Olivier-Maxence Prosper,350,12,10,12,3,6.016,25.0,50.13333333333333,-25.133333333333333
280,1641842,Ronald Holland II,544,19,7,25,5,11.461,20.0,45.84400000000001,-25.84400000000001
281,1630611,Gui Santos,460,9,2,8,2,4.073,25.0,50.91250000000001,-25.91250000000001
282,1630171,Isaac Okoro,458,7,2,8,3,5.132,37.5,64.14999999999999,-26.64999999999999
283,1642883,Sion James,372,14,1,12,2,5.2010000000000005,16.666666666666668,43.34166666666667,-26.675
284,1629750,Javonte Green,414,14,1,6,1,2.964,16.666666666666668,49.4,-32.733333333333334
