rank_qualified,rank_all,player_id,player_name,pbp_fga_global,successful_games,failed_games,attempts,makes,expected_makes,fg_pct,xfg_pct,fg_minus_xfg_pp
1,11,1628379,Luke Kennard,443,40,15,20,14,8.704,70.0,43.52,26.479999999999997
2,15,203999,Nikola Jokić,1132,42,17,30,18,10.967,60.0,36.556666666666665,23.443333333333335
3,17,1628398,Kyle Kuzma,689,36,12,12,7,4.502,58.333333333333336,37.516666666666666,20.81666666666667
4,18,1642844,Dylan Harper,656,41,19,19,12,8.192,63.1578947368421,43.11578947368421,20.042105263157893
5,21,1631105,Jalen Duren,803,29,13,10,6,4.127,60.0,41.269999999999996,18.730000000000004
6,22,1629028,Deandre Ayton,601,42,17,11,7,4.965,63.63636363636363,45.13636363636363,18.5
7,26,1630595,Cade Cunningham,1189,49,13,63,36,25.459,57.142857142857146,40.41111111111111,16.731746031746034
8,27,1642285,Cam Spencer,556,39,19,37,20,13.932,54.054054054054056,37.65405405405406,16.4
9,28,1631096,Chet Holmgren,779,49,16,25,13,8.943,52.0,35.772,16.228
10,29,1630245,Ayo Dosunmu,747,25,13,11,6,4.235,54.54545454545455,38.50000000000001,16.04545454545454
11,31,201939,Stephen Curry,799,30,7,39,20,14.035,51.282051282051285,35.98717948717949,15.294871794871796
12,32,1628973,Jalen Brunson,1475,51,23,85,46,33.024,54.11764705882353,38.85176470588235,15.265882352941176
13,33,203114,Khris Middleton,540,36,24,54,28,19.762,51.851851851851855,36.596296296296295,15.25555555555556
14,34,1629060,Rui Hachimura,597,41,20,55,31,22.618000000000002,56.36363636363637,41.123636363636365,15.240000000000002
15,35,1630558,Davion Mitchell,534,32,14,12,7,5.214,58.333333333333336,43.45000000000001,14.883333333333326
16,36,1641716,Jarace Walker,733,43,17,22,11,7.798,50.0,35.445454545454545,14.554545454545455
17,39,1629018,Gary Trent Jr.,473,32,12,25,13,9.403,52.0,37.612,14.387999999999998
18,40,1628983,Shai Gilgeous-Alexander,1321,51,17,89,49,36.709,55.056179775280896,41.246067415730344,13.810112359550551
19,43,1630198,Isaiah Joe,543,23,11,13,7,5.3,53.84615384615385,40.76923076923077,13.07692307692308
20,44,202331,Paul George,513,24,13,45,23,17.147,51.111111111111114,38.10444444444444,13.006666666666675
21,45,1642848,Tre Johnson,647,39,19,20,10,7.4399999999999995,50.0,37.2,12.799999999999997
22,47,203924,Jerami Grant,730,33,15,13,7,5.442,53.84615384615385,41.861538461538466,11.984615384615381
23,48,1628368,De'Aaron Fox,1047,53,18,49,25,19.453,51.02040816326531,39.699999999999996,11.320408163265313
24,50,1630163,LaMelo Ball,1244,51,15,19,9,6.885,47.36842105263158,36.23684210526316,11.131578947368425
25,52,1626164,Devin Booker,1198,43,21,115,57,44.428,49.56521739130435,38.633043478260866,10.932173913043485
26,54,1641711,Gradey Dick,383,28,15,15,8,6.388,53.333333333333336,42.586666666666666,10.74666666666667
27,55,1629639,Tyler Herro,515,19,14,15,7,5.402,46.666666666666664,36.013333333333335,10.653333333333329
28,56,1626171,Bobby Portis,750,48,18,80,39,30.535,48.75,38.16875,10.581249999999997
29,57,1627759,Jaylen Brown,1543,46,25,141,73,58.239000000000004,51.773049645390074,41.30425531914894,10.468794326241131
30,59,1630703,Scoot Henderson,342,15,12,12,6,4.792,50.0,39.93333333333333,10.06666666666667
