rank_qualified,rank_all,player_id,player_name,pbp_fga_global,successful_games,failed_games,attempts,makes,expected_makes,fg_pct,xfg_pct,fg_minus_xfg_pp
1,7,203999,Nikola Jokić,1132,42,17,182,111,81.564,60.989010989010985,44.815384615384616,16.17362637362637
2,14,1628378,Donovan Mitchell,1403,50,19,219,118,89.836,53.881278538812786,41.021004566210046,12.86027397260274
3,17,1628983,Shai Gilgeous-Alexander,1321,51,17,378,218,172.335,57.67195767195767,45.59126984126984,12.080687830687829
4,23,1629029,Luka Dončić,1457,41,23,297,149,116.802,50.168350168350166,39.32727272727273,10.841077441077438
5,30,201142,Kevin Durant,1376,57,21,484,255,210.35999999999999,52.68595041322314,43.46280991735537,9.223140495867767
6,32,1628973,Jalen Brunson,1475,51,23,363,187,153.969,51.515151515151516,42.41570247933884,9.099449035812675
7,34,1626171,Bobby Portis,750,48,18,188,96,79.051,51.06382978723404,42.04840425531915,9.015425531914893
8,44,1627750,Jamal Murray,1360,49,24,246,122,102.768,49.59349593495935,41.77560975609756,7.817886178861791
9,46,203954,Joel Embiid,697,25,13,206,104,88.107,50.48543689320388,42.77038834951457,7.7150485436893135
10,47,1628991,Jaren Jackson Jr.,719,38,10,150,75,63.608000000000004,50.0,42.40533333333333,7.594666666666669
11,49,1628415,Dillon Brooks,959,35,21,223,111,94.79400000000001,49.775784753363226,42.508520179372205,7.267264573991021
12,51,202695,Kawhi Leonard,1258,44,21,326,164,141.518,50.306748466257666,43.410429447852756,6.89631901840491
13,57,1630193,Immanuel Quickley,905,48,21,153,77,67.007,50.326797385620914,43.79542483660131,6.531372549019601
14,61,1630595,Cade Cunningham,1189,49,13,217,107,93.345,49.30875576036866,43.016129032258064,6.292626728110598
15,63,201942,DeMar DeRozan,1005,54,23,438,212,184.728,48.401826484018265,42.175342465753424,6.226484018264841
16,66,1627742,Brandon Ingram,1288,55,22,433,212,185.623,48.96073903002309,42.86905311778291,6.09168591224018
17,69,202696,Nikola Vučević,799,48,9,153,80,71.173,52.287581699346404,46.51830065359477,5.769281045751633
18,70,1630202,Payton Pritchard,1091,52,22,232,119,105.93400000000001,51.293103448275865,45.66120689655173,5.631896551724132
19,71,1630178,Tyrese Maxey,1501,46,22,202,92,80.792,45.54455445544554,39.9960396039604,5.548514851485145
20,72,1626164,Devin Booker,1198,43,21,319,152,134.34199999999998,47.64890282131662,42.113479623824446,5.535423197492172
21,74,204456,T.J. McConnell,450,39,15,175,90,80.42,51.42857142857143,45.95428571428572,5.474285714285713
22,75,203468,CJ McCollum,1154,58,17,243,114,100.84800000000001,46.91358024691358,41.501234567901236,5.412345679012347
23,76,1630170,Devin Vassell,755,48,17,168,83,74.142,49.404761904761905,44.13214285714285,5.272619047619052
24,79,1628368,De'Aaron Fox,1047,53,18,227,114,102.798,50.220264317180614,45.285462555066076,4.934801762114539
25,97,1630162,Anthony Edwards,1231,42,19,198,91,84.23599999999999,45.95959595959596,42.543434343434335,3.4161616161616237
26,102,1628969,Mikal Bridges,963,52,25,160,78,73.17,48.75,45.73125,3.018749999999997
27,105,1627759,Jaylen Brown,1543,46,25,317,145,136.524,45.74132492113565,43.06750788643533,2.6738170347003205
28,107,1641718,Keyonte George,881,42,11,166,73,68.606,43.975903614457835,41.3289156626506,2.6469879518072332
29,110,1630217,Desmond Bane,1205,53,26,164,72,67.868,43.90243902439025,41.382926829268285,2.519512195121962
30,111,1631157,Ryan Rollins,1030,51,19,162,75,71.021,46.2962962962963,43.840123456790124,2.4561728395061735
