game_id,player_id,player_name,pbp_fga
0022501068,1630596,Evan Mobley,15
0022501068,1631165,Keon Ellis,5
0022501068,1642434,Riley Minix,3
0022501068,1642878,Tyrese Proctor,2
0022501096,201935,James Harden,9
0022501096,203471,Dennis Schröder,4
0022501096,1628378,Donovan Mitchell,18
0022501096,1628418,Thomas Bryant,3
0022501096,1630241,Sam Merrill,14
0022501096,1630596,Evan Mobley,21
0022501096,1631165,Keon Ellis,10
0022501096,1641772,Nae'Qwan Tomlin,3
0022501096,1641854,Craig Porter Jr.,2
0022501096,1642878,Tyrese Proctor,6
0022501103,201935,James Harden,13
0022501103,203471,Dennis Schröder,7
0022501103,1626204,Larry Nance Jr.,4
0022501103,1628378,Donovan Mitchell,10
0022501103,1628386,Jarrett Allen,11
0022501103,1628418,Thomas Bryant,7
0022501103,1629622,Max Strus,8
0022501103,1630596,Evan Mobley,4
0022501103,1631165,Keon Ellis,6
0022501103,1641772,Nae'Qwan Tomlin,9
0022501103,1641854,Craig Porter Jr.,3
0022501103,1642878,Tyrese Proctor,5
0022501117,201935,James Harden,11
0022501117,203471,Dennis Schröder,7
0022501117,1628378,Donovan Mitchell,14
0022501117,1628386,Jarrett Allen,10
0022501117,1628418,Thomas Bryant,2
0022501117,1629622,Max Strus,14
0022501117,1630241,Sam Merrill,6
0022501117,1630596,Evan Mobley,11
0022501117,1631165,Keon Ellis,7
0022501136,201935,James Harden,17
0022501136,203471,Dennis Schröder,6
0022501136,1626204,Larry Nance Jr.,6
0022501136,1628378,Donovan Mitchell,27
0022501136,1628418,Thomas Bryant,9
0022501136,1629622,Max Strus,10
0022501136,1631165,Keon Ellis,9
0022501136,1641772,Nae'Qwan Tomlin,2
0022501136,1641854,Craig Porter Jr.,4
0022501136,1642878,Tyrese Proctor,2
0022501145,203471,Dennis Schröder,12
0022501145,1626204,Larry Nance Jr.,8
0022501145,1628386,Jarrett Allen,7
0022501145,1630241,Sam Merrill,16
0022501145,1630596,Evan Mobley,11
0022501145,1631165,Keon Ellis,11
0022501145,1641772,Nae'Qwan Tomlin,7
0022501145,1641854,Craig Porter Jr.,7
0022501145,1642400,Tristan Enaruna,2
0022501145,1642878,Tyrese Proctor,8
0022501158,201935,James Harden,23
0022501158,203471,Dennis Schröder,4
0022501158,1628378,Donovan Mitchell,19
0022501158,1628386,Jarrett Allen,9
0022501158,1629622,Max Strus,7
0022501158,1629731,Dean Wade,4
0022501158,1630241,Sam Merrill,3
0022501158,1630596,Evan Mobley,15
0022501158,1631165,Keon Ellis,4
0022501173,201935,James Harden,13
0022501173,203471,Dennis Schröder,8
0022501173,1626204,Larry Nance Jr.,2
0022501173,1629622,Max Strus,9
0022501173,1629731,Dean Wade,1
0022501173,1630596,Evan Mobley,12
0022501173,1630846,Olivier Sarr,1
0022501173,1631165,Keon Ellis,4
0022501173,1641772,Nae'Qwan Tomlin,4
0022501173,1641854,Craig Porter Jr.,3
0022501173,1642281,Jaylon Tyson,15
0022501173,1642400,Tristan Enaruna,4
0022501173,1642434,Riley Minix,2
0022501173,1642878,Tyrese Proctor,8
0022501187,1626204,Larry Nance Jr.,6
0022501187,1629622,Max Strus,9
0022501187,1630846,Olivier Sarr,6
0022501187,1641772,Nae'Qwan Tomlin,16
0022501187,1641854,Craig Porter Jr.,5
0022501187,1642281,Jaylon Tyson,16
0022501187,1642400,Tristan Enaruna,6
0022501187,1642434,Riley Minix,9
0022501187,1642878,Tyrese Proctor,16
0022501212,1628366,Lonzo Ball,6
0022501212,1628378,Donovan Mitchell,31
0022501212,1628418,Thomas Bryant,1
0022501212,1629631,De'Andre Hunter,14
0022501212,1629636,Darius Garland,17
0022501212,1629731,Dean Wade,2
0022501212,1630596,Evan Mobley,17
0022501212,1641772,Nae'Qwan Tomlin,2
0022501212,1641854,Craig Porter Jr.,2
0022501212,1642281,Jaylon Tyson,5
0022501218,1628366,Lonzo Ball,8
0022501218,1628378,Donovan Mitchell,24
0022501218,1628386,Jarrett Allen,8
0022501218,1628418,Thomas Bryant,4
0022501218,1629631,De'Andre Hunter,7
0022501218,1629636,Darius Garland,19
0022501218,1629731,Dean Wade,9
0022501218,1641772,Nae'Qwan Tomlin,3
0022501218,1642281,Jaylon Tyson,13
